Day,Hour,Irradiance (W/m^2),"Declination Angle (δ, deg)","Noon Solar Altitude Angle (α, deg)","Noon Solar Azimuth Angle (γ, deg)","Latitude (L, deg)",Daily GHI (kWh/m^2/day),Daily I Mean (W/m^2)
340,17,105.87,-22.7,38.69,2.09,28.61,3.97,489.54
341,9,366.6,-22.8,38.59,2.01,28.61,3.95,488.21
341,10,525.14,-22.8,38.59,2.01,28.61,3.95,488.21
341,11,633.91,-22.8,38.59,2.01,28.61,3.95,488.21
341,12,685.51,-22.8,38.59,2.01,28.61,3.95,488.21
341,13,676.43,-22.8,38.59,2.01,28.61,3.95,488.21
341,14,607.28,-22.8,38.59,2.01,28.61,3.95,488.21
341,15,482.77,-22.8,38.59,2.01,28.61,3.95,488.21
341,16,311.39,-22.8,38.59,2.01,28.61,3.95,488.21
341,17,104.82,-22.8,38.59,2.01,28.61,3.95,488.21
342,9,365.44,-22.89,38.5,1.93,28.61,3.94,486.96
342,10,523.87,-22.89,38.5,1.93,28.61,3.94,486.96
342,11,632.57,-22.89,38.5,1.93,28.61,3.94,486.96
342,12,684.14,-22.89,38.5,1.93,28.61,3.94,486.96
342,13,675.06,-22.89,38.5,1.93,28.61,3.94,486.96
342,14,605.95,-22.89,38.5,1.93,28.61,3.94,486.96
342,15,481.53,-22.89,38.5,1.93,28.61,3.94,486.96
342,16,310.26,-22.89,38.5,1.93,28.61,3.94,486.96
342,17,103.83,-22.89,38.5,1.93,28.61,3.94,486.96
343,9,364.37,-22.97,38.42,1.85,28.61,3.94,485.81
343,10,522.7,-22.97,38.42,1.85,28.61,3.94,485.81
343,11,631.33,-22.97,38.42,1.85,28.61,3.94,485.81
343,12,682.87,-22.97,38.42,1.85,28.61,3.94,485.81
343,13,673.79,-22.97,38.42,1.85,28.61,3.94,485.81
343,14,604.73,-22.97,38.42,1.85,28.61,3.94,485.81
343,15,480.38,-22.97,38.42,1.85,28.61,3.94,485.81
343,16,309.22,-22.97,38.42,1.85,28.61,3.94,485.81
343,17,102.92,-22.97,38.42,1.85,28.61,3.94,485.81
344,9,363.38,-23.05,38.34,1.77,28.61,3.93,484.75
344,10,521.61,-23.05,38.34,1.77,28.61,3.93,484.75
344,11,630.19,-23.05,38.34,1.77,28.61,3.93,484.75
344,12,681.69,-23.05,38.34,1.77,28.61,3.93,484.75
344,13,672.63,-23.05,38.34,1.77,28.61,3.93,484.75
344,14,603.6,-23.05,38.34,1.77,28.61,3.93,484.75
344,15,479.33,-23.05,38.34,1.77,28.61,3.93,484.75
344,16,308.27,-23.05,38.34,1.77,28.61,3.93,484.75
344,17,102.08,-23.05,38.34,1.77,28.61,3.93,484.75
345,9,362.48,-23.12,38.27,1.69,28.61,3.92,483.79
345,10,520.63,-23.12,38.27,1.69,28.61,3.92,483.79
345,11,629.14,-23.12,38.27,1.69,28.61,3.92,483.79
345,12,680.62,-23.12,38.27,1.69,28.61,3.92,483.79
345,13,671.56,-23.12,38.27,1.69,28.61,3.92,483.79
345,14,602.57,-23.12,38.27,1.69,28.61,3.92,483.79
345,15,478.36,-23.12,38.27,1.69,28.61,3.92,483.79
345,16,307.39,-23.12,38.27,1.69,28.61,3.92,483.79
345,17,101.32,-23.12,38.27,1.69,28.61,3.92,483.79
346,9,361.66,-23.18,38.21,1.61,28.61,3.91,482.91
346,10,519.74,-23.18,38.21,1.61,28.61,3.91,482.91
346,11,628.2,-23.18,38.21,1.61,28.61,3.91,482.91
346,12,679.66,-23.18,38.21,1.61,28.61,3.91,482.91
346,13,670.6,-23.18,38.21,1.61,28.61,3.91,482.91
346,14,601.64,-23.18,38.21,1.61,28.61,3.91,482.91
346,15,477.49,-23.18,38.21,1.61,28.61,3.91,482.91
346,16,306.6,-23.18,38.21,1.61,28.61,3.91,482.91
346,17,100.63,-23.18,38.21,1.61,28.61,3.91,482.91
347,9,360.93,-23.24,38.15,1.52,28.61,3.91,482.13
347,10,518.94,-23.24,38.15,1.52,28.61,3.91,482.13
347,11,627.36,-23.24,38.15,1.52,28.61,3.91,482.13
347,12,678.79,-23.24,38.15,1.52,28.61,3.91,482.13
347,13,669.74,-23.24,38.15,1.52,28.61,3.91,482.13
347,14,600.81,-23.24,38.15,1.52,28.61,3.91,482.13
347,15,476.71,-23.24,38.15,1.52,28.61,3.91,482.13
347,16,305.9,-23.24,38.15,1.52,28.61,3.91,482.13
347,17,100.01,-23.24,38.15,1.52,28.61,3.91,482.13
348,9,360.29,-23.29,38.1,1.44,28.61,3.9,481.45
348,10,518.24,-23.29,38.1,1.44,28.61,3.9,481.45
348,11,626.62,-23.29,38.1,1.44,28.61,3.9,481.45
348,12,678.03,-23.29,38.1,1.44,28.61,3.9,481.45
348,13,668.98,-23.29,38.1,1.44,28.61,3.9,481.45
348,14,600.08,-23.29,38.1,1.44,28.61,3.9,481.45
348,15,476.03,-23.29,38.1,1.44,28.61,3.9,481.45
348,16,305.28,-23.29,38.1,1.44,28.61,3.9,481.45
348,17,99.47,-23.29,38.1,1.44,28.61,3.9,481.45
349,9,359.74,-23.34,38.05,1.36,28.61,3.89,480.85
349,10,517.64,-23.34,38.05,1.36,28.61,3.89,480.85
349,11,625.98,-23.34,38.05,1.36,28.61,3.89,480.85
349,12,677.37,-23.34,38.05,1.36,28.61,3.89,480.85
349,13,668.33,-23.34,38.05,1.36,28.61,3.89,480.85
349,14,599.45,-23.34,38.05,1.36,28.61,3.89,480.85
349,15,475.44,-23.34,38.05,1.36,28.61,3.89,480.85
349,16,304.74,-23.34,38.05,1.36,28.61,3.89,480.85
349,17,99.0,-23.34,38.05,1.36,28.61,3.89,480.85
350,9,359.27,-23.37,38.02,1.28,28.61,3.89,480.35
350,10,517.13,-23.37,38.02,1.28,28.61,3.89,480.35
350,11,625.44,-23.37,38.02,1.28,28.61,3.89,480.35
350,12,676.82,-23.37,38.02,1.28,28.61,3.89,480.35
350,13,667.78,-23.37,38.02,1.28,28.61,3.89,480.35
350,14,598.92,-23.37,38.02,1.28,28.61,3.89,480.35
350,15,474.94,-23.37,38.02,1.28,28.61,3.89,480.35
350,16,304.29,-23.37,38.02,1.28,28.61,3.89,480.35
350,17,98.6,-23.37,38.02,1.28,28.61,3.89,480.35
351,9,358.89,-23.4,37.99,1.19,28.61,3.89,479.95
351,10,516.72,-23.4,37.99,1.19,28.61,3.89,479.95
351,11,625.0,-23.4,37.99,1.19,28.61,3.89,479.95
351,12,676.37,-23.4,37.99,1.19,28.61,3.89,479.95
351,13,667.33,-23.4,37.99,1.19,28.61,3.89,479.95
351,14,598.49,-23.4,37.99,1.19,28.61,3.89,479.95
351,15,474.54,-23.4,37.99,1.19,28.61,3.89,479.95
351,16,303.93,-23.4,37.99,1.19,28.61,3.89,479.95
351,17,98.28,-23.4,37.99,1.19,28.61,3.89,479.95
352,9,358.61,-23.42,37.97,1.11,28.61,3.89,479.64
352,10,516.4,-23.42,37.97,1.11,28.61,3.89,479.64
352,11,624.67,-23.42,37.97,1.11,28.61,3.89,479.64
352,12,676.03,-23.42,37.97,1.11,28.61,3.89,479.64
352,13,666.99,-23.42,37.97,1.11,28.61,3.89,479.64
352,14,598.16,-23.42,37.97,1.11,28.61,3.89,479.64
352,15,474.23,-23.42,37.97,1.11,28.61,3.89,479.64
352,16,303.65,-23.42,37.97,1.11,28.61,3.89,479.64
352,17,98.04,-23.42,37.97,1.11,28.61,3.89,479.64
353,9,358.41,-23.44,37.95,1.03,28.61,3.88,479.43
353,10,516.18,-23.44,37.95,1.03,28.61,3.88,479.43
353,11,624.44,-23.44,37.95,1.03,28.61,3.88,479.43
353,12,675.79,-23.44,37.95,1.03,28.61,3.88,479.43
353,13,666.75,-23.44,37.95,1.03,28.61,3.88,479.43
353,14,597.93,-23.44,37.95,1.03,28.61,3.88,479.43
353,15,474.02,-23.44,37.95,1.03,28.61,3.88,479.43
353,16,303.46,-23.44,37.95,1.03,28.61,3.88,479.43
353,17,97.87,-23.44,37.95,1.03,28.61,3.88,479.43
354,9,358.3,-23.45,37.94,0.94,28.61,3.88,479.31
354,10,516.06,-23.45,37.94,0.94,28.61,3.88,479.31
354,11,624.31,-23.45,37.94,0.94,28.61,3.88,479.31
354,12,675.66,-23.45,37.94,0.94,28.61,3.88,479.31
354,13,666.62,-23.45,37.94,0.94,28.61,3.88,479.31
354,14,597.8,-23.45,37.94,0.94,28.61,3.88,479.31
354,15,473.9,-23.45,37.94,0.94,28.61,3.88,479.31
354,16,303.35,-23.45,37.94,0.94,28.61,3.88,479.31
354,17,97.78,-23.45,37.94,0.94,28.61,3.88,479.31
355,9,358.27,-23.45,37.94,0.86,28.61,3.88,479.29
355,10,516.04,-23.45,37.94,0.86,28.61,3.88,479.29
355,11,624.28,-23.45,37.94,0.86,28.61,3.88,479.29
355,12,675.64,-23.45,37.94,0.86,28.61,3.88,479.29
355,13,666.6,-23.45,37.94,0.86,28.61,3.88,479.29
355,14,597.78,-23.45,37.94,0.86,28.61,3.88,479.29
355,15,473.87,-23.45,37.94,0.86,28.61,3.88,479.29
355,16,303.33,-23.45,37.94,0.86,28.61,3.88,479.29
355,17,97.76,-23.45,37.94,0.86,28.61,3.88,479.29
356,9,358.34,-23.44,37.95,0.77,28.61,3.88,479.36
356,10,516.11,-23.44,37.95,0.77,28.61,3.88,479.36
356,11,624.36,-23.44,37.95,0.77,28.61,3.88,479.36
356,12,675.71,-23.44,37.95,0.77,28.61,3.88,479.36
356,13,666.67,-23.44,37.95,0.77,28.61,3.88,479.36
356,14,597.85,-23.44,37.95,0.77,28.61,3.88,479.36
356,15,473.95,-23.44,37.95,0.77,28.61,3.88,479.36
356,16,303.39,-23.44,37.95,0.77,28.61,3.88,479.36
356,17,97.82,-23.44,37.95,0.77,28.61,3.88,479.36
357,9,358.5,-23.43,37.96,0.69,28.61,3.88,479.52
357,10,516.28,-23.43,37.96,0.69,28.61,3.88,479.52
357,11,624.54,-23.43,37.96,0.69,28.61,3.88,479.52
357,12,675.9,-23.43,37.96,0.69,28.61,3.88,479.52
357,13,666.86,-23.43,37.96,0.69,28.61,3.88,479.52
357,14,598.03,-23.43,37.96,0.69,28.61,3.88,479.52
357,15,474.11,-23.43,37.96,0.69,28.61,3.88,479.52
357,16,303.54,-23.43,37.96,0.69,28.61,3.88,479.52
357,17,97.95,-23.43,37.96,0.69,28.61,3.88,479.52
358,9,358.74,-23.41,37.98,0.6,28.61,3.89,479.78
358,10,516.55,-23.41,37.98,0.6,28.61,3.89,479.78
358,11,624.82,-23.41,37.98,0.6,28.61,3.89,479.78
358,12,676.19,-23.41,37.98,0.6,28.61,3.89,479.78
358,13,667.15,-23.41,37.98,0.6,28.61,3.89,479.78
358,14,598.31,-23.41,37.98,0.6,28.61,3.89,479.78
358,15,474.37,-23.41,37.98,0.6,28.61,3.89,479.78
358,16,303.78,-23.41,37.98,0.6,28.61,3.89,479.78
358,17,98.15,-23.41,37.98,0.6,28.61,3.89,479.78
359,9,359.07,-23.39,38.0,0.52,28.61,3.89,480.14
359,10,516.91,-23.39,38.0,0.52,28.61,3.89,480.14
359,11,625.21,-23.39,38.0,0.52,28.61,3.89,480.14
359,12,676.58,-23.39,38.0,0.52,28.61,3.89,480.14
359,13,667.54,-23.39,38.0,0.52,28.61,3.89,480.14
359,14,598.69,-23.39,38.0,0.52,28.61,3.89,480.14
359,15,474.73,-23.39,38.0,0.52,28.61,3.89,480.14
359,16,304.1,-23.39,38.0,0.52,28.61,3.89,480.14
359,17,98.43,-23.39,38.0,0.52,28.61,3.89,480.14
360,9,359.49,-23.35,38.04,0.43,28.61,3.89,480.59
360,10,517.37,-23.35,38.04,0.43,28.61,3.89,480.59
360,11,625.69,-23.35,38.04,0.43,28.61,3.89,480.59
360,12,677.08,-23.35,38.04,0.43,28.61,3.89,480.59
360,13,668.04,-23.35,38.04,0.43,28.61,3.89,480.59
360,14,599.17,-23.35,38.04,0.43,28.61,3.89,480.59
360,15,475.18,-23.35,38.04,0.43,28.61,3.89,480.59
360,16,304.51,-23.35,38.04,0.43,28.61,3.89,480.59
360,17,98.79,-23.35,38.04,0.43,28.61,3.89,480.59
361,9,360.0,-23.31,38.08,0.34,28.61,3.9,481.14
361,10,517.93,-23.31,38.08,0.34,28.61,3.9,481.14
361,11,626.28,-23.31,38.08,0.34,28.61,3.9,481.14
361,12,677.69,-23.31,38.08,0.34,28.61,3.9,481.14
361,13,668.64,-23.31,38.08,0.34,28.61,3.9,481.14
361,14,599.75,-23.31,38.08,0.34,28.61,3.9,481.14
361,15,475.72,-23.31,38.08,0.34,28.61,3.9,481.14
361,16,305.0,-23.31,38.08,0.34,28.61,3.9,481.14
361,17,99.22,-23.31,38.08,0.34,28.61,3.9,481.14
362,9,360.6,-23.27,38.12,0.26,28.61,3.9,481.78
362,10,518.58,-23.27,38.12,0.26,28.61,3.9,481.78
362,11,626.97,-23.27,38.12,0.26,28.61,3.9,481.78
362,12,678.4,-23.27,38.12,0.26,28.61,3.9,481.78
362,13,669.34,-23.27,38.12,0.26,28.61,3.9,481.78
362,14,600.43,-23.27,38.12,0.26,28.61,3.9,481.78
362,15,476.36,-23.27,38.12,0.26,28.61,3.9,481.78
362,16,305.58,-23.27,38.12,0.26,28.61,3.9,481.78
362,17,99.73,-23.27,38.12,0.26,28.61,3.9,481.78
363,9,361.28,-23.21,38.18,0.17,28.61,3.91,482.51
363,10,519.33,-23.21,38.18,0.17,28.61,3.91,482.51
363,11,627.77,-23.21,38.18,0.17,28.61,3.91,482.51
363,12,679.21,-23.21,38.18,0.17,28.61,3.91,482.51
363,13,670.15,-23.21,38.18,0.17,28.61,3.91,482.51
363,14,601.21,-23.21,38.18,0.17,28.61,3.91,482.51
363,15,477.09,-23.21,38.18,0.17,28.61,3.91,482.51
363,16,306.24,-23.21,38.18,0.17,28.61,3.91,482.51
363,17,100.31,-23.21,38.18,0.17,28.61,3.91,482.51
364,9,362.06,-23.15,38.24,0.09,28.61,3.92,483.34
364,10,520.17,-23.15,38.24,0.09,28.61,3.92,483.34
364,11,628.66,-23.15,38.24,0.09,28.61,3.92,483.34
364,12,680.13,-23.15,38.24,0.09,28.61,3.92,483.34
364,13,671.07,-23.15,38.24,0.09,28.61,3.92,483.34
364,14,602.1,-23.15,38.24,0.09,28.61,3.92,483.34
364,15,477.92,-23.15,38.24,0.09,28.61,3.92,483.34
364,16,306.99,-23.15,38.24,0.09,28.61,3.92,483.34
364,17,100.96,-23.15,38.24,0.09,28.61,3.92,483.34
365,9,362.92,-23.09,38.3,0.0,28.61,3.92,484.26
365,10,521.11,-23.09,38.3,0.0,28.61,3.92,484.26
365,11,629.65,-23.09,38.3,0.0,28.61,3.92,484.26
365,12,681.15,-23.09,38.3,0.0,28.61,3.92,484.26
365,13,672.08,-23.09,38.3,0.0,28.61,3.92,484.26
365,14,603.08,-23.09,38.3,0.0,28.61,3.92,484.26
365,15,478.83,-23.09,38.3,0.0,28.61,3.92,484.26
365,16,307.82,-23.09,38.3,0.0,28.61,3.92,484.26
365,17,101.69,-23.09,38.3,0.0,28.61,3.92,484.26
366,9,363.86,-23.01,38.38,-0.09,28.61,3.93,485.27
366,10,522.14,-23.01,38.38,-0.09,28.61,3.93,485.27
366,11,630.75,-23.01,38.38,-0.09,28.61,3.93,485.27
366,12,682.27,-23.01,38.38,-0.09,28.61,3.93,485.27
366,13,673.2,-23.01,38.38,-0.09,28.61,3.93,485.27
366,14,604.15,-23.01,38.38,-0.09,28.61,3.93,485.27
366,15,479.84,-23.01,38.38,-0.09,28.61,3.93,485.27
366,16,308.73,-23.01,38.38,-0.09,28.61,3.93,485.27
366,17,102.49,-23.01,38.38,-0.09,28.61,3.93,485.27
